lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_54_translation,version_29_translation,version_4_translation,version_34_translation,version_51_translation,version_52_translation,version_63_translation,version_10_translation,version_35_translation,version_45_translation,version_6_translation,version_39_translation,version_36_translation,version_31_translation,version_50_translation,version_60_translation,version_14_translation,version_22_translation,version_59_translation,version_13_translation,version_2_translation,version_16_translation,version_62_translation,version_44_translation,version_11_translation,version_42_translation,version_41_translation,version_46_translation,version_40_translation,version_43_translation,version_53_translation,version_32_translation,version_9_translation,version_7_translation,version_38_translation,version_15_translation,version_48_translation,version_26_translation,version_12_translation,version_57_translation,version_24_translation,version_61_translation,version_19_translation,version_25_translation,version_30_translation,version_21_translation,version_49_translation,version_47_translation,version_3_translation,version_17_translation,version_37_translation,version_28_translation,version_20_translation,version_33_translation,version_1_translation,version_5_translation,version_18_translation,version_64_translation,version_55_translation,version_27_translation,version_23_translation,version_56_translation,version_58_translation,version_8_translation,english_translation
σταφυλή,371,unigram,feminine,accusative,singular,bramble,2.8519908717298317,,,,,,,,produces,,,,,,,,,,bramble,,Figs,,,,,,,,,,,,,produces,,,,,bramble,,,thornbushes,,bramble,,,bramble,,,,thornbush,,,bramble,,,,bramble,,,,,thorn,,produces,grapes
ἀσπασμός,348,unigram,masculine,accusative,plural,greetings,4.03904492034055,,greetings,marketplace,,salutations,salutations,chapping,market,marketplaces,,markets,market-places,,greetings,salutations,marketplaces,greetings,greeted,marketplaces,market,market,markets,marketplaces,greeted,salutations,,,,greetings,greeted,,greetings,market,deferentially,marketplaces,greeted,respect,greetings,,greetings,marketplaces,marketplaces,greeted,marketplaces,greetings,greeted,salutations,,marketplaces,marketplaces,respect,greetings,greeted,,salutations,greetings,greeted,salutations,,greetings,greetings,respect,greetings,market,greeting
ἀσπασμός,190,unigram,masculine,accusative,singular,leaped,2.0922266350410696,,,,leaped,,,salutation,,unborn,leaped,,leaped,leaped,,,,,,,filled,leaped,salutation,,,,,,,,,,,,greeting,leaped,jumped,greeting,,salutation,,,,,,,,,,,kick,greeting,,,leaped,,,,salutation,,,,,,,greeting
ὁδηγός,6,unigram,masculine,nominative,plural,guides,180.60787015491744,,leaders,Leave,guides,guides,guides,leaders,leading,ditch,,guides,guides,guides,ditch,guides,guides,guides,ditch,guides,lead,guides,leaders,guides,guides,,,,,,guides,,guides,leading,guides,guides,,guides,leaders,leaders,ditch,ditch,guides,ditch,ditch,guides,ditch,guides,,guides,,guides,leaders,ditch,guides,guides,guides,ditch,guides,,leaders,guides,guides,guides,leading,guide
ὁδηγός,4,unigram,masculine,nominative,singular,guides,180014968507.73145,,guides,guides,guides,guides,guides,leaders,blind,guide,guides,guides,guides,guides,guides,guides,guides,guides,guides,guides,which,guides,guides,guides,guides,guides,blind,,,guides,guides,,guides,blind,guides,guides,keep,guides,guides,guides,guides,guide,guides,guides,guide,guides,guides,guides,,guides,guides,guides,guides,guides,guides,guides,guides,guides,guides,,guides,guides,guides,guides,blind,guide
θρίξ,103,unigram,feminine,nominative,plural,hairs,51.97301944606781,,,,hairs,,,,,hairs,,hairs,hairs,,hairs,,hairs,hairs,hairs,hairs,hairs,,heares,hairs,hairs,,,hairs,,hairs,hairs,,hairs,,hair,hairs,hairs,hair,,,,hairs,hairs,hairs,hairs,,hairs,,,,,,,hairs,hairs,,hairs,hairs,,,,hairs,,,,hair
χείρ,338,unigram,feminine,accusative,plural,hands,1.325142154498107e+48,,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,,hands,hands,,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hands,hand
χείρ,244,unigram,feminine,accusative,singular,hand,1.1865619401204836e+28,,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,,hand,hand,,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand,hand
κεφαλή,159,unigram,feminine,accusative,plural,heads,58227.177583241115,,heads,heads,,heads,heads,heads,,heads,heads,shaking,,,heads,,,,heads,heads,laughed,heads,,,,,heads,,,,,,,,,shaking,insults,insults,,heads,heads,shook,,heads,heads,shaking,heads,,,heads,insulted,shook,heads,heads,heads,heads,,heads,heads,,heads,,ridiculed,shaking,,head
κεφαλή,229,unigram,feminine,accusative,singular,head,5.232340036340775e+35,,head,head,head,head,head,head,head,head,rosh,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,,head,head,,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head,head
στάχυς,230,unigram,masculine,accusative,plural,grainfields,4.671868701474925,,corn,grain,grainfields,cornfields,cornfields,corns,wheat,grain,heads,picking,cornfields,heads,heads,grainfields,fields,grainfields,,fields,wheat,heads,corne,fields,grainfields,cornfields,ears,grainfields,,grainfields,grainfields,,heads,wheat,heads,grainfields,grain,grainfields,fields,corn,grain,fields,fields,cornfields,grain,heads,,grainfields,,23:25,grainfields,grainfields,corn,cornfields,grainfields,grainfields,grainfields,cornfields,ears,,corn,grainfields,plucked,heads,wheat,head of grain
στάχυς,80,unigram,masculine,accusative,singular,blade,8.324197009314254,,,readily,,,,,sprout,itself,blade,,,stalk,blade,blade,blade,blade,appears,blade,,blade,blade,blade,stalk,,blade,,,,stalk,,blade,sprout,,grain—first,,,blade,corn,,Without,blade,appears,Without,crop,appears,blade,,,,,,appears,,blade,blade,appears,,,,,,,sprout,head of grain
καρδία,36,unigram,feminine,accusative,plural,hearts,7605077065.721374,,hearts,hearts,hearts,hearts,hearts,hearts,think,make,,hearts,hearts,hearts,hearts,hearts,hearts,hearts,value,hearts,fathers,hearts,,hearts,hearts,hearts,hearts,hearts,,hearts,hearts,,hearts,think,hearts,hearts,thinking,make,hearts,hearts,hearts,obeying,hearts,value,make,hearts,value,hearts,,hearts,,hearts,hearts,value,hearts,hearts,hearts,value,hearts,,hearts,hearts,,hearts,think,heart
καρδία,313,unigram,feminine,accusative,singular,heart,5676834808.847798,,heart,heart,heart,heart,heart,heart,understand,closed,heart,understand,hardened,heart,heart,heart,heart,heart,minds,heart,unable,heart,heart,heart,heart,heart,heart,hearts,,heart,heart,,hardened,understand,hearts,hardened,minds,having,heart,heart,heart,this,heart,minds,closed,hearts,minds,heart,,hearts,minds,having,heart,minds,heart,heart,heart,minds,heart,,heart,heart,hearts,heart,understand,heart
καρδία,362,unigram,feminine,nominative,plural,,,,,,,,,,final,feasting,,,,,,,,,,,waste,,,,,,,,,,,,,final,,,,,,,,parties,,occupied,,,,,,,worried,,,occupied,,,,occupied,,,,,,,final,heart
καρδία,214,unigram,feminine,nominative,singular,heart,7.927094388417432e+16,,heart,heart,heart,heart,heart,heart,,hearts,levavot,hearts,hearts,hearts,heart,hearts,heart,hearts,heart,heart,sad,heart,heart,heart,hearts,heart,heart,hearts,,heart,hearts,,hearts,,hearts,hearts,shows,hearts,heart,heart,heart,treasure,heart,heart,hearts,hearts,heart,hearts,,hearts,hearts,hearts,heart,heart,heart,heart,heart,heart,heart,,heart,heart,hearts,heart,,heart
οὐρανός,9,unigram,masculine,accusative,plural,dove,19.07576947229102,,,,,,,culver,dove,dove,yonah,splitting,,,,,,,dove,,,,,,,,heavens,,,,,,,dove,dove,,,dove,,,dove,dove,,dove,dove,,dove,,,,dove,dove,,dove,,,,dove,dove,,,,descended,,dove,"heaven, sky"
οὐρανός,293,unigram,masculine,accusative,singular,heaven,3.3489667621896304e+34,,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,Shomayim,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heauen,heaven,heaven,heaven,heaven,heaven,,heaven,heaven,,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,heaven,,heaven,heaven,heaven,heaven,heaven,"heaven, sky"
οὐρανός,375,unigram,masculine,nominative,plural,dove,9.408244662570338,,,,,,,dove,dove,dove,,Heaven,,,,,,,,,,,,,,dove,heavens,,,,,,,dove,dove,,,dove,,,,dove,,,,,,,,,,dove,,,,,,,,,,,,,dove,"heaven, sky"
οὐρανός,220,unigram,masculine,nominative,singular,pass,3.184561220482383,,Heaven,Heaven,pass,heaven,heaven,heaven,sky,sky,Shomayim,Heaven,,pass,pass,pass,pass,pass,Heaven,pass,sky,pass,Heauen,pass,pass,heaven,Heaven,disappear,,Heaven,pass,,sky,sky,pass,,Heaven,Heaven,heaven,earth,heaven,sky,pass,Heaven,sky,pass,Heaven,pass,,sky,heavens,Heaven,Heaven,Heaven,pass,heaven,pass,Heaven,heaven,,Heaven,pass,sky,pass,sky,"heaven, sky"
ὥρα,318,unigram,feminine,nominative,plural,hours,56.10355390399895,,hours,,hours,hours,hours,,hours,,,hours,,,,,,,hours,,hours,hours,houres,,,,hours,,,hours,,,,hours,,,hours,hours,hours,hours,hours,hours,,hours,,,hours,,,hours,hours,hours,hours,hours,,hours,hours,hours,hours,,hours,hours,,hours,hours,hour
ὥρα,28,unigram,feminine,nominative,singular,hour,3.770026963364959e+28,,hour,hour,hour,hour,hour,hour,time,time,hour,time,hour,time,hour,hour,hour,hour,hour,hour,time,hour,houre,hour,hour,hour,hour,time,,hour,hour,,hour,time,time,hour,time,time,hour,hour,hour,time,hour,hour,time,hour,hour,hour,,hour,time,time,hour,hour,hour,hour,hour,hour,hour,late,hour,hour,time,hour,time,hour
οἰκία,173,unigram,feminine,accusative,plural,houses,61321.91772339577,,houses,receive,houses,houses,houses,houses,homes,houses,batim,farms,houses,receive,houses,houses,houses,houses,,houses,houses,receive,houses,houses,receive,houses,receive,property,,receive,receive,,houses,homes,houses,houses,receive,houses,houses,houses,houses,homes,houses,,,receive,,houses,,houses,receive,houses,houses,,houses,houses,houses,,houses,,houses,houses,,houses,homes,house
οἰκία,352,unigram,feminine,accusative,singular,house,1.8730775875632237e+41,,house,house,house,house,house,house,home,house,bais,house,house,house,house,house,house,house,house,house,house,house,house,house,house,house,house,house,,house,house,,house,home,house,house,house,house,house,house,house,house,house,house,house,house,house,house,,house,house,house,house,house,house,house,house,house,house,house,house,house,house,house,home,house
οἶκος,24,unigram,masculine,accusative,singular,home,932408311.233617,,house,house,home,house,house,house,home,home,bais,home,home,home,house,house,house,home,home,house,home,house,house,house,home,house,house,home,,house,home,,home,home,home,home,home,home,house,house,house,home,house,home,home,house,home,house,,house,home,home,house,home,home,house,house,home,house,home,house,house,home,home,home,"house, home"
κριτής,333,unigram,masculine,nominative,plural,judges,159.24428310290332,,judges,judges,judges,judges,judges,doomsmen,whose,judges,shofetim,judges,judges,judges,judges,judges,judges,judges,followers,judges,helps,judges,iudges,judges,exorcists,judges,judges,exorcists,,judges,exorcists,,judges,whose,judges,judges,wrong,judges,judges,judges,judges,prove,judges,followers,prove,judges,followers,judges,,judges,helps,judges,judges,followers,judges,judges,judges,followers,judges,,judges,judges,exorcists,judges,whose,judge
κριτής,182,unigram,masculine,nominative,singular,judge,4897444430301.482,,judge,judge,judge,judge,judge,doomsman,judge,judge,shofet,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,iudge,judge,judge,judge,judge,judge,,judge,judge,,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,,judge,judge,judge,judge,judge,judge,judge,judge,judge,judge,,judge,judge,judge,judge,judge,judge
βασιλεύς,120,unigram,masculine,accusative,plural,,,,kings,kings,,governors,governors,kings,kings,governors,,,,governors,,governors,governors,governors,kings,governors,kings,,Kings,governors,,kings,kings,,,kings,,,,kings,governors,,,,kings,governors,sovereigns,governors,governors,kings,governors,,kings,governors,,governors,,,kings,kings,,governors,,kings,governors,,kings,,kings,governors,kings,king
βασιλεύς,63,unigram,masculine,accusative,singular,king,162029639995670.94,,king,king,,king,king,king,king,king,HaYehudim,king,king,king,,king,king,king,king,,king,King,King,king,,king,King,king,,,,,king,king,king,king,king,king,,king,,king,king,king,king,king,king,king,,King,king,king,king,king,,king,king,king,king,king,,King,king,king,king,king
βασιλεία,86,unigram,feminine,accusative,plural,kingdoms,168067.68572618067,,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,realms,showed,kingdoms,,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,countries,,kingdomes,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,,kingdoms,kingdoms,,kingdoms,showed,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,reigns,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,kingdoms,,kingdoms,kingdoms,kingdoms,kingdoms,showed,kingdom
βασιλεία,178,unigram,feminine,accusative,singular,kingdom,1.0993606278033284e+26,,kingdom,kingdom,kingdom,kingdom,kingdom,kingdom,kingdom,kingdom,Malchut,kingdom,kingdom,kingdom,kingdom,kingdom,Kingdom,kingdom,Kingdom,Kingdom,kingdom,kingdom,kingdome,Kingdom,kingdom,kingdom,kingdom,Kingdom,,kingdom,kingdom,,kingdom,kingdom,Kingdom,kingdom,kingdom,kingdom,kingdom,kingdom,reign,kingdom,Kingdom,Kingdom,kingdom,kingdom,Kingdom,kingdom,,kingdom,kingdom,kingdom,kingdom,Kingdom,kingdom,kingdom,kingdom,Kingdom,reign,kingdom,kingdom,kingdom,kingdom,kingdom,kingdom,kingdom
κόπος,223,unigram,masculine,accusative,plural,trouble,79.97978166786031,,trouble,deed,bother,trouble,trouble,heavy,beautiful,,difficulty,trouble,bothering,bothering,trouble,beautiful,trouble,beautiful,bothering,trouble,cause,bothering,trouble,trouble,service,trouble,me,criticize,,trouble,service,,trouble,beautiful,,bothering,something,criticizing,,wrought,trouble,thing,trouble,bothering,troubling,trouble,bothering,beautiful,,praiseworthy,bothering,bothering,trouble,bothering,bothering,trouble,,bothering,trouble,bed,trouble,,critical,mitzvah,beautiful,"labour, work, trouble, difficulty"
κόπος,96,unigram,masculine,accusative,singular,,,,,,,,,,,rights,,,,,,,,,,,right.,,,,,,,,,,,,,,,,,,,,,,,,,causing,,,,,,,,,,,,,,,,,labors,,,"labour, work, trouble, difficulty"
λύχνος,253,unigram,masculine,nominative,singular,lamp,225727595704.3432,,light,lamp,lamp,lamp,lamp,lantern,lamp,lamp,menorah,lamp,lamp,lamp,light,lamp,lamp,lamp,lamp,lamp,lamp,lamp,candle,lamp,lamp,lamp,candle,lamp,,lamp,lamp,,lamp,lamp,lamp,lamp,lamp,lamp,lamp,lightsome,lamp,lamp,lamp,lamp,lamp,lamp,lamp,lamp,,lamp,lamp,lamp,light,lamp,lamp,lamp,lamp,lamp,lamp,,light,lamp,light,lamp,lamp,lamp
κλῆρος,110,unigram,masculine,accusative,plural,lots,4.638618440189664,,lots,,,lots,lots,lots,,doing.,,,,,,,,lots,,,,,,,,lots,lots,,,,,,lots,,,,,,lots,,,,,,,,,,,,,,lots,,,lots,,,,,lots,,,,,"lots (casting of lots), inheritance"
κλῆρος,1,unigram,masculine,accusative,singular,lots,19449.379116899912,,lots,lots,lots,lots,lots,parted,gambled,lots,lots,lots,lots,dice,lots,lots,lots,lots,dice,lots,,lots,parted,lots,lots,lots,lots,dice,,lots,lots,,lots,gambled,divided,lots,dice,lots,lots,lots,lots,soldiers,lots,dice,lots,lots,dice,lots,,,dice,lots,lots,dice,lots,lots,lots,dice,lot,,lots,lots,dice,lots,gambled,"lots (casting of lots), inheritance"
ἄνθρωπος,322,unigram,masculine,accusative,plural,men,1083576834572923.0,,men,men,men,men,men,men,in,people,Adam,people,people,people,men,men,men,men,people,men,too,men,men,men,people,men,men,people,,men,people,,people,in,people,people,people,people,men,men,men,everyone,men,people,people,people,people,men,,men,people,people,men,people,people,men,people,people,men,,men,people,people,men,in,man
ἄνθρωπος,282,unigram,masculine,accusative,singular,man,7.161580915379064e+23,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man
ἄνθρωπος,133,unigram,masculine,nominative,plural,men,305838495585165.8,,men,men,treat,men,men,men,,,Adam,people,,people,men,men,men,people,,men,,people,men,men,people,men,men,,,men,people,,people,,people,,people,,men,men,men,,men,,,people,,men,,men,people,,men,,people,men,people,,men,,men,people,Man,men,,man
ἄνθρωπος,195,unigram,masculine,nominative,singular,man,5.879528128097433e+34,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man
ἀνήρ,272,unigram,masculine,accusative,plural,men,1.8090745024599917,,,,,,,,,,,,,,,,,,men,,quite,,,,,,,,,,,,,,,,husbands,very,,,,,,men,husbands,,men,,,husbands,,very,,men,,,,men,,,,,drowsy,,,"man, husband"
ἀνήρ,276,unigram,masculine,accusative,singular,husband,1.7273900533436975e+29,,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,,husband,husband,,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,,husband,husband,husband,husband,husband,husband,husband,husband,husband,husband,,husband,husband,husband,husband,husband,"man, husband"
ἀνήρ,165,unigram,masculine,nominative,plural,men,2.540764938392967e+18,,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,,men,men,,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,men,,men,men,men,men,men,men,men,men,men,men,,men,men,thousand,men,men,"man, husband"
ἀνήρ,262,unigram,masculine,nominative,singular,man,749651418977259.2,,man,man,man,man,man,man,front,man,ish,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,,man,front,man,man,man,man,man,man,man,man,man,man,man,man,man,man,,man,man,man,man,man,man,man,man,man,man,,man,man,man,man,front,"man, husband"
μνᾶ,325,unigram,feminine,accusative,plural,pounds,483.55456479276563,,pounds,pounds,minas,pounds,pounds,bezants,ten,ten,minas,money,ten,minas,pounds,pounds,,minas,gold,,pounds,minas,pieces,,pounds,minas,pounds,ten,,minas,pounds,,gold,ten,manim,ten,ten,ten,minas,pounds,minas,,,,ten,minas,gold,pounds,,minas,ten,ten,pounds,,minas,pounds,minas,,pounds,money,pounds,minas,multiplied,ten,ten,mina (about 100 days' wages)
μνᾶ,15,unigram,feminine,accusative,singular,pounds,5.021621982848856,,pounds,,,pounds,pounds,bezant,earned,earned,,attendants,,mina,pound,pounds,,,gold,,pounds,,ten,,pounds,,pounds,pounds,,,pounds,,,earned,maneh,,ten,ten,,pounds,,earned,,,earned,,gold,pounds,,,coin,ten,pounds,,,pounds,,,pounds,,pounds,,multiplied,,earned,mina (about 100 days' wages)
πρωτοκαθεδρία,118,unigram,feminine,accusative,plural,feasts,4.012938149367333,,feasts,feasts,banquets,feasts,feasts,chairs,banquets,,shuls,banquets,,,prominent,feasts,feasts,feasts,,feasts,seats,seats,feastes,feasts,banquets,seats,synagogues,seats,,feasts,banquets,,banquets,banquets,banquets,,,seats,seats,chairs,feasts,,feasts,,,,,feasts,,feasts,,seats,feasts,,banquets,feasts,,,,,feasts,,,feasts,banquets,"most important seat, seat of honour"
πρωτοκαθεδρία,38,unigram,feminine,accusative,singular,seats,5.944772143632647,,uppermost,greetings,,salutations,salutations,salutations,seats,seats,,,,seats,prominent,best,greetings,best,,greetings,seats,,,greetings,seat,seat,,seats,,,seat,,,seats,deferentially,,,seats,greetings,uppermost,,seats,greetings,,seats,best,,best,,bowed,seats,seats,uppermost,,,salutations,seat,,,,uppermost,seat,recognition,,seats,"most important seat, seat of honour"
μήτηρ,108,unigram,feminine,accusative,plural,persecutions,1.7301604417515604,,,,,,,persecutions,,,imahot,,,,mothers,,,,,,mothers,,,,,,,,,,,,,,,,lands—as,fields—and,,,,,,persecutions,,,,,,,,families,,persecutions,,,persecutions,persecutions,,,,persecutions,,,,mother
μήτηρ,306,unigram,feminine,accusative,singular,mother,5.709474655240012e+16,,mother,mother,mother,mother,mother,mother,mother,mother,Em,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,,mother,mother,,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,,mother,mother,mother,mother,mother,mother,mother,mother,mother,mother,,mother,mother,mother,mother,mother,mother
ὄρος,239,unigram,neuter,accusative,plural,mountains,6286143.259008902,,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,hills,mountains,hills,mountains,mountaines,mountains,mountains,mountains,mountains,hills,,mountains,mountains,,mountains,mountains,hills,mountains,mountains,mountains,mountains,mountains,mountains,mountains,mountains,hills,mountains,mountains,hills,mountains,,mountains,mountains,mountains,mountains,hills,mountains,mountains,mountains,hills,mountains,,mountains,mountains,higher,mountains,mountains,mountain
ὄρος,291,unigram,neuter,accusative,singular,mountain,29056726.678196035,,mountain,mountain,mountain,mountain,mountain,hill,mountain,,mountain,mountain,,mountain,mountain,mountain,mountain,mountain,,mountain,hill,mountain,mountaine,mountain,mountain,mountain,mountain,,,mountain,mountain,,mountain,mountain,,,,,mountain,mountain,mountain,,mountain,,,mountain,,mountain,,Olives,mountain,,mountain,,mountain,mountain,mountain,,mount,,mountain,mountain,,,mountain,mountain
μύρον,97,unigram,neuter,accusative,plural,,,,,ointments,,,,,,,,,,,,,,,,,smell,,,,ointments.On,,,,,,ointments.On,,,,,,rested,,,,,,,,,,,,,,,,,,,,perfumes,,,,,perfumes,,,,myrrh
ὄνομα,95,unigram,neuter,accusative,plural,Boanerges,1.4519800046975186,,,,,,,,,,,,,,,,,,,,Boanerges,,,,,,,,,,,,Boanerges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,name
ὄνομα,37,unigram,neuter,accusative,singular,name,4.991755731129158e+32,,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,hate,name,name,name,name,name,name,name,,name,name,,name,name,name,name,,name,name,name,Name,hate,name,name,name,name,name,name,,name,name,name,name,name,name,name,name,name,name,,name,name,name,name,name,name
ὄνομα,116,unigram,neuter,nominative,plural,names,1.7213719498286848e+18,,names,names,names,names,names,names,,names,,names,names,names,names,names,names,names,names,names,names,names,names,names,names,names,names,names,,names,names,,names,,names,names,names,names,names,names,names,names,names,names,names,names,names,names,,names,names,names,names,names,names,names,names,names,names,,names,names,names,names,,name
ὄνομα,277,unigram,neuter,nominative,singular,name,2.3569171763582505e+23,,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,named,,name,name,,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name,name
ἔθνος,251,unigram,neuter,accusative,plural,nations,6.09555671506964e+18,,nations,nations,nations,nations,nations,folks,nations,nations,nations,nations,nations,nations,nations,nations,nations,nations,peoples,nations,every,nations,nations,nations,nations,nations,nations,nations,,nations,nations,,nations,nations,nations,nations,nations,nations,nations,nations,nations,,nations,peoples,,nations,peoples,nations,,nations,nations,nations,nations,peoples,nations,nations,nations,peoples,nations,,nations,nations,nations,nations,nations,nation
ἔθνος,215,unigram,neuter,accusative,singular,nation,4.5832432174517274e+17,,nation,nation,nation,nation,nation,folk,,,,Nations,nation,nation,nation,nation,nation,nation,Countries,nation,Kings,nation,nation,nation,nation,nation,nation,nation,,nation,nation,,nation,,nations,nation,nation,nation,nation,nation,nation,,nation,Countries,,nation,Countries,nation,,nation,nation,nation,nation,Countries,nation,nation,nation,Countries,nation,,nation,nation,war,nation,,nation
ἔθνος,328,unigram,neuter,nominative,plural,nations,53202.938535039604,,,Gentiles,,nations,nations,folks,nations,knows,Goyim,nations,nations,nations,,nations,nations,nations,pagans,nations,People,nations,Gentiles,nations,nations,nations,nations,,,,nations,,nations,nations,nations,nations,knows,nations,Gentiles,nations,nations,knows,nations,pagans,All,nations,pagans,nations,,Gentiles,concerned,nations,,pagans,nations,nations,,pagans,nations,,,,heavenly,nations,nations,nation
ἔθνος,29,unigram,neuter,nominative,singular,nation,61088682026144.984,,nation,nation,nation,nation,nation,folk,,,,Nations,nation,nation,nation,nation,nation,nation,Countries,nation,Kings,nation,nation,nation,nation,nation,nation,nation,,nation,nation,,nation,,nations,nation,nation,nation,nation,nation,nation,,nation,Countries,,nation,Countries,nation,,nation,nation,nation,nation,Countries,nation,nation,nation,Countries,nation,Jew,nation,nation,war,nation,,nation
νύξ,208,unigram,feminine,accusative,plural,nights,136000999967551.11,,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,,nights,nights,,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,,nights,nights,nights,nights,nights,nights,nights,nights,nights,nights,,nights,nights,nights,nights,nights,night
νύξ,270,unigram,feminine,accusative,singular,night,16240182648.987408,,night,night,night,night,night,night,day,,night,night,,night,night,night,night,night,,night,night,night,night,night,night,night,night,,,night,night,,night,day,,,,,night,night,night,night,night,,night,night,,night,,night,night,,night,,night,night,night,,night,,night,night,tall,night,day,night
ὅρκος,64,unigram,masculine,accusative,plural,oaths,72072.84307840109,,,oath,oaths,oaths,oaths,oath,promise,Although,king,solemn,oaths,oath,oath,,oaths,,promise,oaths,promise,oaths,othes,oaths,oaths,oaths,oath,regretted,,oaths,oaths,,oaths,promise,,oaths,oaths,promise,,oath,oaths,promise,oaths,promise,promise,oaths,promise,,,oaths,oath,promise,,promise,oaths,oaths,oaths,promise,oaths,,,oaths,grieved,oaths,promise,oath
ὅρκος,290,unigram,masculine,accusative,singular,swore,7.393305537980205,,,swore,,,,,ancestor,promised,,,,ancestor,oath,swore,,swore,,,promises,swore,,,swore,,swore,oathto,,swore,swore,,,ancestor,,,promise,promise,oath,,swore,promise,,,promised,swore,,swore,,sealed,swore,promise,,,swore,,swore,,,,,,,,ancestor,oath
βοῦς,170,unigram,masculine,accusative,plural,oxen,9.35878204863981,,oxen,oxen,oxen,changers,changers,oxen,cattle,cattle,sheep,cattle,cattle,oxen,oxen,oxen,oxen,oxen,cattle,oxen,,changers,,oxen,cattle,oxen,changers,cattle,,oxen,cattle,,,cattle,tables,cattle,cattle,,,oxen,,cattle,oxen,cattle,cattle,oxen,cattle,oxen,,stands,cattle,cattle,oxen,cattle,oxen,changers,oxen,cattle,oxen,,changers,oxen,courtyard,oxen,cattle,ox
βοῦς,302,unigram,masculine,accusative,singular,ox,11.387153892821962,,,,,,,,ox,,ox,,,,,ox,,ox,,,ox,,,,ox,ox,,,,,ox,,,ox,,,,ox,,ox,,day—even,,,day—even,ox,,ox,,,,ox,,,,,,,,,,ox,,,ox,ox
