lemma,extract_reference_id,tokenisation_method_id,gender,noun_case,noun_number,most_common_translation,cumulative_confidence,version_2144_translation,version_2145_translation,english_translation
μνημεῖον,423,unigram,neuter,accusative,plural,төҙөйһөгөҙ,1.256115914377425,,төҙөйһөгөҙ,"tomb, grave"
μνημεῖον,425,unigram,neuter,accusative,singular,ҡәбер,2.369461697038074,,ҡәбер,"tomb, grave"
μνημεῖον,598,unigram,neuter,nominative,singular,ҡәбер,1.7869944818553014,,ҡәбер,"tomb, grave"
κώμη,603,unigram,feminine,accusative,plural,ауылдарға,1.4071715651951349,,ауылдарға,village
κώμη,453,unigram,feminine,accusative,singular,ауылға,4.1647769746934635,,ауылға,village
παρθένος,612,unigram,feminine,nominative,plural,ҡыҙҙар,1.887566349315513,,ҡыҙҙар,virgin
φωνή,643,unigram,feminine,nominative,singular,тауыш,2.231714964580123,,тауыш,voice or sound
ὕδωρ,659,unigram,neuter,accusative,plural,һыу,1.0452695569958688,,һыу,water
ὕδωρ,479,unigram,neuter,accusative,singular,һыу,1.2105540365136003,,һыу,water
ὕδωρ,489,unigram,neuter,nominative,singular,һыу,2.320245070029288,,һыу,water
ὑδρία,493,unigram,feminine,accusative,singular,көршәген,1.0960524252565438,,көршәген,water jar
ὁδός,597,unigram,feminine,accusative,plural,юлдарға,1.937648108319325,,юлдарға,way
ὁδός,516,unigram,feminine,accusative,singular,юл,3.0076796099736662,,юл,way
γυνή,543,unigram,feminine,accusative,singular,ҡатынға,1.0266062043170432,,ҡатынға,"wife, woman"
γυνή,496,unigram,feminine,nominative,plural,йыраҡтан,1.178207984959866,,йыраҡтан,"wife, woman"
γυνή,500,unigram,feminine,nominative,singular,ҡатын,2.4648133922133177,,ҡатын,"wife, woman"
πνεῦμα,537,unigram,neuter,accusative,singular,рәүешендә,1.189053153428321,,рәүешендә,"wind, breath, spirit"
πνεῦμα,421,unigram,neuter,nominative,plural,шаҡшы,1.8379065627938924,,шаҡшы,"wind, breath, spirit"
πνεῦμα,431,unigram,neuter,nominative,singular,Рух,1.6312579147727977,,Рух,"wind, breath, spirit"
κοιλία,475,unigram,feminine,nominative,plural,имеҙмәгән,1.0961014216060068,,имеҙмәгән,"womb, stomach, source of feelings and emotions"
κοιλία,611,unigram,feminine,nominative,singular,ҡарынында,1.0961014216060068,,ҡарынында,"womb, stomach, source of feelings and emotions"
ῥῆμα,546,unigram,neuter,accusative,plural,һүҙҙәрҙе,1.3176711314966416,,һүҙҙәрҙе,word
ῥῆμα,535,unigram,neuter,accusative,singular,һүҙҙәрҙең,1.0757135202052797,,һүҙҙәрҙең,word
ῥῆμα,437,unigram,neuter,nominative,plural,һүҙҙәрем,1.114512420768861,,һүҙҙәрем,word
ῥῆμα,649,unigram,neuter,nominative,singular,нәмә,1.108134390767205,,нәмә,word
λόγος,536,unigram,masculine,accusative,plural,тамамлағас,1.3833507305846477,,тамамлағас,word
λόγος,528,unigram,masculine,accusative,singular,һүҙҙе,1.198785445790783,,һүҙҙе,word
λόγος,525,unigram,masculine,nominative,plural,һүҙҙәрем,1.034313429498818,,һүҙҙәрем,word
λόγος,625,unigram,masculine,nominative,singular,Һүҙ,1.160684344330592,,Һүҙ,word
ἔργον,447,unigram,neuter,accusative,plural,эштәрҙе,1.4068696090620225,,эштәрҙе,work
ἔργον,629,unigram,neuter,nominative,plural,эштәре,1.2993589790382771,,эштәре,work
ἔργον,610,unigram,neuter,nominative,singular,инанығыҙ,1.0962149939516395,,инанығыҙ,work
ἐργάτης,520,unigram,masculine,nominative,plural,Ура,1.0647501341848278,,Ура,worker
μέριμνα,518,unigram,feminine,nominative,singular,ҡыҙығыу,1.096057314542422,,ҡыҙығыу,"worry, concern, desire"
ἔτος,594,unigram,neuter,accusative,plural,йыл,1.977543978917573,,йыл,year
ζεῦγος,427,unigram,neuter,accusative,plural,пар,1.0960524252565438,,пар,"yoke, pair"
